fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,geometry,reviewer,date,search_crit,record_search,prop_add,Parcel_No,long,lat,homestead,ownaddress,hexid,address_rev,property_type,multifamily_units,other_please_elaborate,general_prop,num_stories,foundation,exterior,exterior_other,windows_doors,windows_doors_other,stairs_rails,stairs_rails_other,roofing,roofing_other,points_total,condition,house_cond,lot,lot_other,comments,photo1,photo1_caption,photo1_url,photo2,photo2_caption,photo2_url,photo3,photo3_caption,photo3_url,photo4,photo4_caption,photo4_url,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course,rev,X,Y,prop_type_name,cond_factor,genprop,found_good,found_partreplace,found_compreplace,found_cracked,found_text,exterior_text,windows,stairs_text,roof_text,lot_text,textbox,n
5e09f2cc-3bfe-4c73-83ef-bff520dbc31e,2018-03-04 20:50:47 UTC,2018-03-04 20:52:20 UTC,lgrijalva@csrarc.ga.gov,lgrijalva@csrarc.ga.gov,2018-03-04 21:57:52 UTC,2018-03-04 21:57:52 UTC,1,NA,NA,NA,POINT (-82.6779857185508 33.4064153954698),Chris & OB,2018_06_04,Address,433d3786-c818-4957-a8f3-f03c152deaed,327 MAYFIELD RD,W02    021,-82.67851113,33.40592239,S4,NA,548,New entry,sf_gar_attach,NA,NA,unoccupied,one,found_good,ext_good,NA,window_good,NA,stairs_good,NA,roof_good,NA,0,well maintained,"Based on a total of 0 points, this structure is classified as well maintained",lot_satis,NA,blank,f4ce94b7-516c-4dfd-97a6-9a26b107e39a,NA,https://web.fulcrumapp.com/shares/e1778126acfcbfe3/photos/view?photos=f4ce94b7-516c-4dfd-97a6-9a26b107e39a,blank,NA,NA,blank,NA,NA,blank,NA,NA,142.523159,5,6,0.25,273.515625,NA,-82.67851113,33.40592239,"Single family home, attached garage",well maintained,Unoccupied,TRUE,FALSE,FALSE,FALSE,<br><ul> <li>Good    </ul>,<br><ul> <li>Good       </ul>,<br><ul> <li>Good     </ul>,<br><ul> <li>Good    </ul>,<br><ul> <li>Good      </ul>,<br>Satisfactory,"<strong>Parcel ID: </strong> W02    021<br><strong>Parcel address: </strong> 327 MAYFIELD RD<br><strong>Property type: </strong> Single family home, attached garage<br><strong>Property status: </strong> unoccupied<br><strong>Property conditions: </strong> Well maintained<br><br><strong><u>Structural conditions</u></strong><br><b><i>Foundation: </b></i> <br><ul> <li>Good    </ul><b><i>Exterior: </b></i> <br><ul> <li>Good       </ul><b><i>Windows/doors: </b></i> <br><ul> <li>Good     </ul><b><i>Stairs/rails: </b></i> <br><ul> <li>Good    </ul><b><i>Roof: </b></i> <br><ul> <li>Good      </ul><strong><u>Lot assessment</u></strong> <br>Satisfactory      <br><br><strong>Photos</strong><br><a href=' f4ce94b7-516c-4dfd-97a6-9a26b107e39a ' target='_blank'>Picture 1</a>",1
ee7b36d7-ea22-4a61-86e9-7130a86ce8b6,2018-03-03 16:58:46 UTC,2018-03-03 17:32:09 UTC,lgrijalva@csrarc.ga.gov,lgrijalva@csrarc.ga.gov,2018-03-03 19:07:59 UTC,2018-03-03 19:07:59 UTC,1,NA,NA,NA,POINT (-82.6778384599754 33.4107782677255),Pesek,2018_06_04,Parcel number,46f980d2-eb12-42cd-b20b-6d35353958e8,34 LENNOX AVENUE,W01    006,-82.67799824,33.41135214,S1,NA,551,New entry,sf_gar_attach,NA,NA,occupied,two,found_good,ext_good,NA,window_good,NA,stairs_good,NA,roof_good,NA,0,well maintained,"Based on a total of 0 points, this structure is classified as well maintained",lot_satis,NA,blank,1fe47435-79ed-42cd-97b8-566c1af36795,NA,https://web.fulcrumapp.com/shares/e1778126acfcbfe3/photos/view?photos=1fe47435-79ed-42cd-97b8-566c1af36795,blank,NA,NA,blank,NA,NA,blank,NA,NA,151.280365,65,10,-1,-1,NA,-82.67799824,33.41135214,"Single family home, attached garage",well maintained,Occupied,TRUE,FALSE,FALSE,FALSE,<br><ul> <li>Good    </ul>,<br><ul> <li>Good       </ul>,<br><ul> <li>Good     </ul>,<br><ul> <li>Good    </ul>,<br><ul> <li>Good      </ul>,<br>Satisfactory,"<strong>Parcel ID: </strong> W01    006<br><strong>Parcel address: </strong> 34 LENNOX AVENUE<br><strong>Property type: </strong> Single family home, attached garage<br><strong>Property status: </strong> occupied<br><strong>Property conditions: </strong> Well maintained<br><br><strong><u>Structural conditions</u></strong><br><b><i>Foundation: </b></i> <br><ul> <li>Good    </ul><b><i>Exterior: </b></i> <br><ul> <li>Good       </ul><b><i>Windows/doors: </b></i> <br><ul> <li>Good     </ul><b><i>Stairs/rails: </b></i> <br><ul> <li>Good    </ul><b><i>Roof: </b></i> <br><ul> <li>Good      </ul><strong><u>Lot assessment</u></strong> <br>Satisfactory      <br><br><strong>Photos</strong><br><a href=' 1fe47435-79ed-42cd-97b8-566c1af36795 ' target='_blank'>Picture 1</a>",1
ebef97cc-6480-4e63-a59b-65706fb356dd,2018-03-03 16:53:31 UTC,2018-03-03 17:40:35 UTC,lgrijalva@csrarc.ga.gov,lgrijalva@csrarc.ga.gov,2018-03-03 19:08:01 UTC,2018-03-03 19:08:01 UTC,1,NA,NA,NA,POINT (-82.6771336620626 33.4113380598963),Pesek,2018_06_04,Parcel number,46f980d2-eb12-42cd-b20b-6d35353958e8,34 LENNOX AVENUE,W01    006,-82.67799824,33.41135214,S1,NA,551,New entry,sf_gar_attach,NA,NA,occupied,two,found_good,ext_good,NA,window_good,NA,stairs_good,NA,roof_good,NA,0,well maintained,"Based on a total of 0 points, this structure is classified as well maintained",lot_satis,NA,blank,208a198e-225f-4658-a9da-ab1bbac3a686,NA,https://web.fulcrumapp.com/shares/e1778126acfcbfe3/photos/view?photos=208a198e-225f-4658-a9da-ab1bbac3a686,blank,NA,NA,blank,NA,NA,blank,NA,NA,149.8418427,65,10,-1,-1,NA,-82.67799824,33.41135214,"Single family home, attached garage",well maintained,Occupied,TRUE,FALSE,FALSE,FALSE,<br><ul> <li>Good    </ul>,<br><ul> <li>Good       </ul>,<br><ul> <li>Good     </ul>,<br><ul> <li>Good    </ul>,<br><ul> <li>Good      </ul>,<br>Satisfactory,"<strong>Parcel ID: </strong> W01    006<br><strong>Parcel address: </strong> 34 LENNOX AVENUE<br><strong>Property type: </strong> Single family home, attached garage<br><strong>Property status: </strong> occupied<br><strong>Property conditions: </strong> Well maintained<br><br><strong><u>Structural conditions</u></strong><br><b><i>Foundation: </b></i> <br><ul> <li>Good    </ul><b><i>Exterior: </b></i> <br><ul> <li>Good       </ul><b><i>Windows/doors: </b></i> <br><ul> <li>Good     </ul><b><i>Stairs/rails: </b></i> <br><ul> <li>Good    </ul><b><i>Roof: </b></i> <br><ul> <li>Good      </ul><strong><u>Lot assessment</u></strong> <br>Satisfactory      <br><br><strong>Photos</strong><br><a href=' 208a198e-225f-4658-a9da-ab1bbac3a686 ' target='_blank'>Picture 1</a>",1
3077a235-4661-4a7c-9f43-5e48d75f41fd,2018-02-24 19:58:17 UTC,2018-02-24 20:00:14 UTC,lgrijalva@csrarc.ga.gov,lgrijalva@csrarc.ga.gov,2018-02-24 21:45:03 UTC,2018-02-24 21:45:03 UTC,1,NA,NA,NA,POINT (-82.6767714118834 33.4067211871756),Chris & OB,2018_06_04,Address,29d0f83a-6d96-41de-9a55-00b362f1ee27,300 MAYFIELD RD,W02    001,-82.67778432,33.4067514,S1,NA,581,New entry,mob_home,NA,NA,occupied,one,found_good,ext_good,NA,window_good,NA,stairs_good,NA,roof_good,NA,0,well maintained,"Based on a total of 0 points, this structure is classified as well maintained",lot_satis,NA,blank,d5129a42-2dbc-411c-9804-5f27cbae617b,NA,https://web.fulcrumapp.com/shares/e1778126acfcbfe3/photos/view?photos=d5129a42-2dbc-411c-9804-5f27cbae617b,blank,NA,NA,blank,NA,NA,blank,NA,NA,157,65,10,-1,-1,NA,-82.67778432,33.4067514,Mobile home,well maintained,Occupied,TRUE,FALSE,FALSE,FALSE,<br><ul> <li>Good    </ul>,<br><ul> <li>Good       </ul>,<br><ul> <li>Good     </ul>,<br><ul> <li>Good    </ul>,<br><ul> <li>Good      </ul>,<br>Satisfactory,<strong>Parcel ID: </strong> W02    001<br><strong>Parcel address: </strong> 300 MAYFIELD RD<br><strong>Property type: </strong> Mobile home<br><strong>Property status: </strong> occupied<br><strong>Property conditions: </strong> Well maintained<br><br><strong><u>Structural conditions</u></strong><br><b><i>Foundation: </b></i> <br><ul> <li>Good    </ul><b><i>Exterior: </b></i> <br><ul> <li>Good       </ul><b><i>Windows/doors: </b></i> <br><ul> <li>Good     </ul><b><i>Stairs/rails: </b></i> <br><ul> <li>Good    </ul><b><i>Roof: </b></i> <br><ul> <li>Good      </ul><strong><u>Lot assessment</u></strong> <br>Satisfactory      <br><br><strong>Photos</strong><br><a href=' d5129a42-2dbc-411c-9804-5f27cbae617b ' target='_blank'>Picture 1</a>,1
eedc1c2f-d9c0-4de1-ac47-fe27b275430a,2018-03-03 17:01:56 UTC,2018-03-03 17:40:10 UTC,lgrijalva@csrarc.ga.gov,lgrijalva@csrarc.ga.gov,2018-03-03 19:08:00 UTC,2018-03-03 19:08:00 UTC,1,NA,NA,NA,POINT (-82.6767462840135 33.4112500576811),Pesek,2018_06_04,Parcel number,684cc629-4e7f-4b90-b696-5eaa4ec4bc9f,0 NA,W01    008,-82.6777132,33.41061516,S0,NA,550,New entry,vacant,NA,NA,unoccupied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,well maintained,"Based on a total of 0 points, this structure is classified as well maintained",lot_weeds,NA,blank,b5881de6-c30a-4b79-8e2a-29ddad88fb35,NA,https://web.fulcrumapp.com/shares/e1778126acfcbfe3/photos/view?photos=b5881de6-c30a-4b79-8e2a-29ddad88fb35,blank,NA,NA,blank,NA,NA,blank,NA,NA,149.3440247,65,10,-1,-1,NA,-82.6777132,33.41061516,Vacant,well maintained,Unoccupied,NA,NA,NA,NA,<br><ul> NA NA NA NA </ul>,<br><ul>        </ul>,<br><ul>      </ul>,<br><ul>     </ul>,<br><ul>       </ul>,<br>Lawn overgrown/weeds,<strong>Parcel ID: </strong> W01    008<br><strong>Parcel address: </strong> 0 NA<br><strong>Property type: </strong> Vacant<br><strong>Property status: </strong> unoccupied<br><strong>Property conditions: </strong> Well maintained<br><br><strong><u>Structural conditions</u></strong><br><b><i>Foundation: </b></i> <br><ul> NA NA NA NA </ul><b><i>Exterior: </b></i> <br><ul>        </ul><b><i>Windows/doors: </b></i> <br><ul>      </ul><b><i>Stairs/rails: </b></i> <br><ul>     </ul><b><i>Roof: </b></i> <br><ul>       </ul><strong><u>Lot assessment</u></strong>  <br>Lawn overgrown/weeds     <br><br><strong>Photos</strong><br><a href=' b5881de6-c30a-4b79-8e2a-29ddad88fb35 ' target='_blank'>Picture 1</a>,1
eb144c24-1ca2-4b88-b390-d6160af7bd83,2018-03-04 20:49:52 UTC,2018-03-04 20:52:17 UTC,lgrijalva@csrarc.ga.gov,lgrijalva@csrarc.ga.gov,2018-03-04 21:59:56 UTC,2018-03-04 21:59:56 UTC,1,NA,NA,NA,POINT (-82.6751411535221 33.4065209711551),Chris & OB,2018_06_04,Address,085bd262-93f3-4e98-bfdb-73fb0b4d0c19,299 MAYFIELD RD,W02    003,-82.67763169,33.40606489,S1,NA,581,New entry,sf_gar_attach,NA,NA,occupied,one,found_good,ext_good,NA,window_good,NA,stairs_good,NA,roof_good,NA,0,well maintained,"Based on a total of 0 points, this structure is classified as well maintained",lot_satis,NA,blank,667b1db6-7eee-49ea-b781-f7d2493987f4,NA,https://web.fulcrumapp.com/shares/e1778126acfcbfe3/photos/view?photos=667b1db6-7eee-49ea-b781-f7d2493987f4,blank,NA,NA,blank,NA,NA,blank,NA,NA,157,65,10.43267918,-1,-1,NA,-82.67763169,33.40606489,"Single family home, attached garage",well maintained,Occupied,TRUE,FALSE,FALSE,FALSE,<br><ul> <li>Good    </ul>,<br><ul> <li>Good       </ul>,<br><ul> <li>Good     </ul>,<br><ul> <li>Good    </ul>,<br><ul> <li>Good      </ul>,<br>Satisfactory,"<strong>Parcel ID: </strong> W02    003<br><strong>Parcel address: </strong> 299 MAYFIELD RD<br><strong>Property type: </strong> Single family home, attached garage<br><strong>Property status: </strong> occupied<br><strong>Property conditions: </strong> Well maintained<br><br><strong><u>Structural conditions</u></strong><br><b><i>Foundation: </b></i> <br><ul> <li>Good    </ul><b><i>Exterior: </b></i> <br><ul> <li>Good       </ul><b><i>Windows/doors: </b></i> <br><ul> <li>Good     </ul><b><i>Stairs/rails: </b></i> <br><ul> <li>Good    </ul><b><i>Roof: </b></i> <br><ul> <li>Good      </ul><strong><u>Lot assessment</u></strong> <br>Satisfactory      <br><br><strong>Photos</strong><br><a href=' 667b1db6-7eee-49ea-b781-f7d2493987f4 ' target='_blank'>Picture 1</a>",1
ba799ff4-e6f2-4298-9b25-e2745a1c7cca,2018-03-04 20:52:25 UTC,2018-03-04 20:54:00 UTC,lgrijalva@csrarc.ga.gov,lgrijalva@csrarc.ga.gov,2018-03-04 21:57:53 UTC,2018-03-04 21:57:53 UTC,1,NA,NA,NA,POINT (-82.6779655181641 33.4064742783396),Chris & OB,2018_06_04,Address,d3acc341-9900-484d-a407-ccfe22f19fb2,0 NA,W02    008,-82.67755751,33.4056456,S0,NA,548,New entry,vacant,NA,NA,occupied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,well maintained,"Based on a total of 0 points, this structure is classified as well maintained",lot_satis,NA,Owned by Melton Bland,ff6f190c-ab26-49c6-8c3c-bf7d9ef29360,NA,https://web.fulcrumapp.com/shares/e1778126acfcbfe3/photos/view?photos=ff6f190c-ab26-49c6-8c3c-bf7d9ef29360,blank,NA,NA,blank,NA,NA,blank,NA,NA,150.4973412,5,8,0.560000002,338.5546875,NA,-82.67755751,33.4056456,Vacant,well maintained,Occupied,NA,NA,NA,NA,<br><ul> NA NA NA NA </ul>,<br><ul>        </ul>,<br><ul>      </ul>,<br><ul>     </ul>,<br><ul>       </ul>,<br>Satisfactory,"<strong>Parcel ID: </strong> W02    008<br><strong>Parcel address: </strong> 0 NA<br><strong>Property type: </strong> Vacant<br><strong>Property status: </strong> occupied<br><strong>Property conditions: </strong> Well maintained<br><br><strong><u>Structural conditions</u></strong><br><b><i>Foundation: </b></i> <br><ul> NA NA NA NA </ul><b><i>Exterior: </b></i> <br><ul>        </ul><b><i>Windows/doors: </b></i> <br><ul>      </ul><b><i>Stairs/rails: </b></i> <br><ul>     </ul><b><i>Roof: </b></i> <br><ul>       </ul><strong><u>Lot assessment</u></strong> <br>Satisfactory      <strong><u><br><br>Other comments 
                                                 </strong></u><br> Owned by Melton Bland<br><br><strong>Photos</strong><br><a href=' ff6f190c-ab26-49c6-8c3c-bf7d9ef29360 ' target='_blank'>Picture 1</a>",1
4f44b169-e227-44fa-8ba7-ce88833a4ac5,2018-03-03 17:26:35 UTC,2018-03-03 17:38:26 UTC,lgrijalva@csrarc.ga.gov,lgrijalva@csrarc.ga.gov,2018-03-03 19:08:00 UTC,2018-03-03 19:08:00 UTC,1,NA,NA,NA,POINT (-82.6766256330551 33.4111197942504),Pesek,2018_06_04,Address,d841b640-40e1-46cc-afdf-9418a43baef6,0 NA,W01    023,-82.67753666,33.41079018,S0,NA,583,New entry,vacant,NA,NA,unoccupied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,well maintained,"Based on a total of 0 points, this structure is classified as well maintained",lot_satis,NA,blank,db8beaac-de0e-439e-ae86-09c260138622,NA,https://web.fulcrumapp.com/shares/e1778126acfcbfe3/photos/view?photos=db8beaac-de0e-439e-ae86-09c260138622,blank,NA,NA,blank,NA,NA,blank,NA,NA,148.7365417,65,10,-1,-1,NA,-82.67753666,33.41079018,Vacant,well maintained,Unoccupied,NA,NA,NA,NA,<br><ul> NA NA NA NA </ul>,<br><ul>        </ul>,<br><ul>      </ul>,<br><ul>     </ul>,<br><ul>       </ul>,<br>Satisfactory,<strong>Parcel ID: </strong> W01    023<br><strong>Parcel address: </strong> 0 NA<br><strong>Property type: </strong> Vacant<br><strong>Property status: </strong> unoccupied<br><strong>Property conditions: </strong> Well maintained<br><br><strong><u>Structural conditions</u></strong><br><b><i>Foundation: </b></i> <br><ul> NA NA NA NA </ul><b><i>Exterior: </b></i> <br><ul>        </ul><b><i>Windows/doors: </b></i> <br><ul>      </ul><b><i>Stairs/rails: </b></i> <br><ul>     </ul><b><i>Roof: </b></i> <br><ul>       </ul><strong><u>Lot assessment</u></strong> <br>Satisfactory      <br><br><strong>Photos</strong><br><a href=' db8beaac-de0e-439e-ae86-09c260138622 ' target='_blank'>Picture 1</a>,1
fdc8c9c5-f9bf-405f-ad73-ceb0ed363517,2018-02-24 19:55:35 UTC,2018-02-24 19:58:27 UTC,lgrijalva@csrarc.ga.gov,lgrijalva@csrarc.ga.gov,2018-02-24 21:43:04 UTC,2018-02-24 21:43:04 UTC,1,NA,NA,NA,POINT (-82.6772311796273 33.4063892020224),Chris & OB,2018_06_04,Address,96746d1b-5d63-402d-bc42-fdccc75d035b,274 MAYFIELD RD,W02    002,-82.67737638,33.40677734,S1,NA,581,New entry,mob_home,NA,NA,occupied,one,found_good,ext_good,NA,window_good,NA,stairs_good,NA,roof_good,NA,0,well maintained,"Based on a total of 0 points, this structure is classified as well maintained",lot_satis,NA,blank,7307cac3-7ead-40d4-9d83-e3c175fa658f,NA,https://web.fulcrumapp.com/shares/e1778126acfcbfe3/photos/view?photos=7307cac3-7ead-40d4-9d83-e3c175fa658f,blank,NA,NA,blank,NA,NA,blank,NA,NA,142.8399925,5,6,0,260.15625,NA,-82.67737638,33.40677734,Mobile home,well maintained,Occupied,TRUE,FALSE,FALSE,FALSE,<br><ul> <li>Good    </ul>,<br><ul> <li>Good       </ul>,<br><ul> <li>Good     </ul>,<br><ul> <li>Good    </ul>,<br><ul> <li>Good      </ul>,<br>Satisfactory,<strong>Parcel ID: </strong> W02    002<br><strong>Parcel address: </strong> 274 MAYFIELD RD<br><strong>Property type: </strong> Mobile home<br><strong>Property status: </strong> occupied<br><strong>Property conditions: </strong> Well maintained<br><br><strong><u>Structural conditions</u></strong><br><b><i>Foundation: </b></i> <br><ul> <li>Good    </ul><b><i>Exterior: </b></i> <br><ul> <li>Good       </ul><b><i>Windows/doors: </b></i> <br><ul> <li>Good     </ul><b><i>Stairs/rails: </b></i> <br><ul> <li>Good    </ul><b><i>Roof: </b></i> <br><ul> <li>Good      </ul><strong><u>Lot assessment</u></strong> <br>Satisfactory      <br><br><strong>Photos</strong><br><a href=' 7307cac3-7ead-40d4-9d83-e3c175fa658f ' target='_blank'>Picture 1</a>,1
b9b2e6eb-8a26-40a0-9f00-61cf0b1ac073,2018-03-03 17:57:38 UTC,2018-03-03 17:58:29 UTC,lgrijalva@csrarc.ga.gov,lgrijalva@csrarc.ga.gov,2018-03-03 19:08:02 UTC,2018-03-03 19:08:02 UTC,1,NA,NA,NA,POINT (-82.6764442420775 33.4104398064997),Pesek,2018_06_04,Parcel number,a3820e19-71d5-4be2-ba2d-7ee7debe71a7,0 NA,W01    012,-82.67730919,33.41012934,S0,NA,583,New entry,vacant,NA,NA,unoccupied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,well maintained,"Based on a total of 0 points, this structure is classified as well maintained",lot_weeds,NA,blank,9edb8425-bb1a-4aeb-be69-ac184b350412,NA,https://web.fulcrumapp.com/shares/e1778126acfcbfe3/photos/view?photos=9edb8425-bb1a-4aeb-be69-ac184b350412,blank,NA,NA,blank,NA,NA,blank,NA,NA,148.9833374,65,10,-1,-1,NA,-82.67730919,33.41012934,Vacant,well maintained,Unoccupied,NA,NA,NA,NA,<br><ul> NA NA NA NA </ul>,<br><ul>        </ul>,<br><ul>      </ul>,<br><ul>     </ul>,<br><ul>       </ul>,<br>Lawn overgrown/weeds,<strong>Parcel ID: </strong> W01    012<br><strong>Parcel address: </strong> 0 NA<br><strong>Property type: </strong> Vacant<br><strong>Property status: </strong> unoccupied<br><strong>Property conditions: </strong> Well maintained<br><br><strong><u>Structural conditions</u></strong><br><b><i>Foundation: </b></i> <br><ul> NA NA NA NA </ul><b><i>Exterior: </b></i> <br><ul>        </ul><b><i>Windows/doors: </b></i> <br><ul>      </ul><b><i>Stairs/rails: </b></i> <br><ul>     </ul><b><i>Roof: </b></i> <br><ul>       </ul><strong><u>Lot assessment</u></strong>  <br>Lawn overgrown/weeds     <br><br><strong>Photos</strong><br><a href=' 9edb8425-bb1a-4aeb-be69-ac184b350412 ' target='_blank'>Picture 1</a>,1
