fulcrum_id,parcel_num,prop_add,prop_type_name,genprop,condition,comments,lat,long,photo1,photo2,photo3,photo4,var,value
6dcb0334-be62-4171-9567-e3c9fb0150e7,W16    020,48 CEDAR ST,"Single family home, no garage",Occupied   ,moderate rehabilitation needed,blank,33.41324494353698,-82.6577657493177,00553692-9b7a-4898-9b25-e2b86b572e08,blank,blank,blank,foundation,found_cracked
6e8b806d-6828-4ebb-ba09-e5a82df0f164,049    001W,0 NA,Mobile home,Occupied   ,minor repairs needed,blank,33.41484665050455,-82.65811084301126,"912bf638-b673-4df0-b6a1-2a0d01e466ff,7456a3e4-dbbb-4c27-a3fa-238723ea7965",blank,blank,blank,foundation,found_good
450a86f7-f455-41a3-8ae4-4ad2b7ec6a7d,049    040W,112 CEDAR ST,Mobile home, Unoccupied  ,dilapidated,blank,33.41404029963405,-82.65806280710532,8c1769e4-9763-4249-bed9-faf041384e4e,blank,blank,blank,foundation,found_compreplace
4df30fbe-9f7a-438e-9b35-2eae26600e5f,W18    022,57 BROWN CIRCLE,"Single family home, attached garage",Occupied   ,well maintained,blank,33.40405498874079,-82.65554323069888,259a0e3c-137d-4c06-8387-4911c7eebdc4,blank,blank,blank,foundation,found_good
e9119650-eeb9-402b-b7dd-b348e4889ed2,W18    021,80 BROWN CIRCLE,"Single family home, attached garage",Occupied   ,well maintained,blank,33.40351784102326,-82.65630890394998,b9acd004-b9a1-4ecf-9114-1de8d8b4f3c8,blank,blank,blank,foundation,found_good
27e5ca0d-0fc7-4cdd-8499-e0d4e7063bb6,W18    023,73 BROWN CIRCLE,"Single family home, no garage",Occupied   ,well maintained,blank,33.403557062755866,-82.65557257362093,5689cb21-3b01-47db-b3f0-3bc5c9ee3793,blank,blank,blank,foundation,found_good
cbebb709-9cca-4065-84fb-35307784fa60,W18    024,95 BROWN CIRCLE,"Single family home, attached garage",Occupied   ,well maintained,blank,33.40315817461296,-82.65573378603523,4030714e-b4bb-403b-9fbf-379f1fcec8cb,blank,blank,blank,foundation,found_good
3f173763-df2f-45e5-99c8-c9247575e434,W18    027,130 BROWN CIRCLE,"Single family home, detached garage",Occupied   ,minor repairs needed,blank,33.40298272861973,-82.6565036080952,a9e9c234-3d78-42a0-8662-218cb374bfe9,blank,blank,blank,foundation,found_good
36a79e0a-c9cc-419c-8189-cfe7f9401d8a,W18    026,133 BROWN CIRCLE,"Single family home, attached garage",Occupied   ,well maintained,blank,33.40274904113759,-82.65587209150661,dbe25c7c-a6e2-4e06-a46b-956530399491,blank,blank,blank,foundation,found_good
eecfb366-c58e-40f9-87e5-11e7d4e0a40e,W18    028,173 BROWN CIRCLE,"Single family home, attached garage",Occupied   ,well maintained,blank,33.40240604357605,-82.65598803952362,92ffddae-b98d-4347-b948-781cc3172962,blank,blank,blank,foundation,found_good
